@RELATION svmSMtemp
@ATTRIBUTE features1 NUMERIC
@ATTRIBUTE features2 NUMERIC
@ATTRIBUTE features3 NUMERIC
@ATTRIBUTE features4 NUMERIC
@ATTRIBUTE features5 NUMERIC
@ATTRIBUTE features6 NUMERIC
@ATTRIBUTE features7 NUMERIC
@ATTRIBUTE features8 NUMERIC
@ATTRIBUTE features9 NUMERIC
@ATTRIBUTE features10 NUMERIC
@ATTRIBUTE features11 NUMERIC
@ATTRIBUTE features12 NUMERIC
@ATTRIBUTE features13 NUMERIC
@ATTRIBUTE features14 NUMERIC
@ATTRIBUTE features15 NUMERIC
@ATTRIBUTE features16 NUMERIC
@ATTRIBUTE features17 NUMERIC
@ATTRIBUTE features18 NUMERIC
@ATTRIBUTE features19 NUMERIC
@ATTRIBUTE features20 NUMERIC
@ATTRIBUTE features21 NUMERIC
@ATTRIBUTE features22 NUMERIC
@ATTRIBUTE features23 NUMERIC
@ATTRIBUTE features24 NUMERIC
@ATTRIBUTE features25 NUMERIC
@ATTRIBUTE features26 NUMERIC
@ATTRIBUTE features27 NUMERIC
@ATTRIBUTE features28 NUMERIC
@ATTRIBUTE features29 NUMERIC
@ATTRIBUTE features30 NUMERIC
@ATTRIBUTE features31 NUMERIC
@ATTRIBUTE features32 NUMERIC
@ATTRIBUTE features33 NUMERIC
@ATTRIBUTE features34 NUMERIC
@ATTRIBUTE features35 NUMERIC
@ATTRIBUTE features36 NUMERIC
@ATTRIBUTE features37 NUMERIC
@ATTRIBUTE features38 NUMERIC
@ATTRIBUTE features39 NUMERIC
@ATTRIBUTE features40 NUMERIC
@ATTRIBUTE features41 NUMERIC
@ATTRIBUTE features42 NUMERIC
@ATTRIBUTE features43 NUMERIC
@ATTRIBUTE features44 NUMERIC
@ATTRIBUTE features45 NUMERIC
@ATTRIBUTE features46 NUMERIC
@ATTRIBUTE features47 NUMERIC
@ATTRIBUTE features48 NUMERIC
@ATTRIBUTE features49 NUMERIC
@ATTRIBUTE features50 NUMERIC
@ATTRIBUTE features51 NUMERIC
@ATTRIBUTE features52 NUMERIC
@ATTRIBUTE features53 NUMERIC
@ATTRIBUTE features54 NUMERIC
@ATTRIBUTE features55 NUMERIC
@ATTRIBUTE features56 NUMERIC
@ATTRIBUTE features57 NUMERIC
@ATTRIBUTE features58 NUMERIC
@ATTRIBUTE features59 NUMERIC
@ATTRIBUTE features60 NUMERIC
@ATTRIBUTE features61 NUMERIC
@ATTRIBUTE features62 NUMERIC
@ATTRIBUTE features63 NUMERIC
@ATTRIBUTE features64 NUMERIC
@ATTRIBUTE features65 NUMERIC
@ATTRIBUTE features66 NUMERIC
@ATTRIBUTE features67 NUMERIC
@ATTRIBUTE features68 NUMERIC
@ATTRIBUTE features69 NUMERIC
@ATTRIBUTE features70 NUMERIC
@ATTRIBUTE features71 NUMERIC
@ATTRIBUTE features72 NUMERIC
@ATTRIBUTE features73 NUMERIC
@ATTRIBUTE features74 NUMERIC
@ATTRIBUTE features75 NUMERIC
@ATTRIBUTE features76 NUMERIC
@ATTRIBUTE features77 NUMERIC
@ATTRIBUTE features78 NUMERIC
@ATTRIBUTE features79 NUMERIC
@ATTRIBUTE features80 NUMERIC
@ATTRIBUTE features81 NUMERIC
@ATTRIBUTE features82 NUMERIC
@ATTRIBUTE features83 NUMERIC
@ATTRIBUTE features84 NUMERIC
@ATTRIBUTE features85 NUMERIC
@ATTRIBUTE features86 NUMERIC
@ATTRIBUTE features87 NUMERIC
@ATTRIBUTE features88 NUMERIC
@ATTRIBUTE features89 NUMERIC
@ATTRIBUTE features90 NUMERIC
@ATTRIBUTE features91 NUMERIC
@ATTRIBUTE features92 NUMERIC
@ATTRIBUTE features93 NUMERIC
@ATTRIBUTE features94 NUMERIC
@ATTRIBUTE features95 NUMERIC
@ATTRIBUTE features96 NUMERIC
@ATTRIBUTE features97 NUMERIC
@ATTRIBUTE features98 NUMERIC
@ATTRIBUTE features99 NUMERIC
@ATTRIBUTE features100 NUMERIC
@ATTRIBUTE features101 NUMERIC
@ATTRIBUTE features102 NUMERIC
@ATTRIBUTE features103 NUMERIC
@ATTRIBUTE features104 NUMERIC
@ATTRIBUTE features105 NUMERIC
@ATTRIBUTE features106 NUMERIC
@ATTRIBUTE features107 NUMERIC
@ATTRIBUTE features108 NUMERIC
@ATTRIBUTE features109 NUMERIC
@ATTRIBUTE features110 NUMERIC
@ATTRIBUTE features111 NUMERIC
@ATTRIBUTE features112 NUMERIC
@ATTRIBUTE features113 NUMERIC
@ATTRIBUTE features114 NUMERIC
@ATTRIBUTE features115 NUMERIC
@ATTRIBUTE features116 NUMERIC
@ATTRIBUTE features117 NUMERIC
@ATTRIBUTE features118 NUMERIC
@ATTRIBUTE features119 NUMERIC
@ATTRIBUTE features120 NUMERIC
@ATTRIBUTE features121 NUMERIC
@ATTRIBUTE features122 NUMERIC
@ATTRIBUTE features123 NUMERIC
@ATTRIBUTE features124 NUMERIC
@ATTRIBUTE features125 NUMERIC
@ATTRIBUTE features126 NUMERIC
@ATTRIBUTE features127 NUMERIC
@ATTRIBUTE features128 NUMERIC
@ATTRIBUTE features129 NUMERIC
@ATTRIBUTE features130 NUMERIC
@ATTRIBUTE features131 NUMERIC
@ATTRIBUTE features132 NUMERIC
@ATTRIBUTE features133 NUMERIC
@ATTRIBUTE features134 NUMERIC
@ATTRIBUTE features135 NUMERIC
@ATTRIBUTE features136 NUMERIC
@ATTRIBUTE class {Cough,nonCough}

@DATA
0.082954,0.027620,3.039662,0.159633,0.178939,0.644799,0.009302,0.131316,-24.621940,1.839760,-0.143528,0.099547,0.136059,0.081221,0.021555,0.108572,-0.050932,0.081588,-0.013455,0.032624,-0.005648,0.011790,0.004724,0.042513,0.009804,0.028580,0.010185,0.058713,0.004309,0.007604,0.013643,0.017276,0.005668,0.026807,0.000349,0.000041,-0.003619,0.000783,0.000942,0.001026,0.000023,0.000250,0.133273,0.011367,-0.005754,-0.002452,0.001116,-0.000112,-0.000263,0.000439,-0.002248,-0.001555,0.000662,-0.000134,0.000152,0.000037,0.000059,0.000023,0.000032,-0.000729,0.000291,0.000157,0.000007,0.000050,0.000052,0.000027,0.000018,-0.000153,0.067413,0.018255,0.218186,0.059269,0.027419,0.573876,0.012249,0.127589,1.967427,0.801486,0.617588,0.404467,0.367602,0.273789,0.286260,0.236252,0.256680,0.256549,0.236559,0.241926,0.216530,0.017701,0.006397,0.034481,0.014420,0.029027,0.011358,0.049131,0.007616,0.010259,0.013823,0.016245,0.008002,0.014818,0.059462,0.019726,0.292955,0.058158,0.030234,0.560461,0.016647,0.129009,1.720900,0.727860,0.627626,0.438815,0.412278,0.302946,0.328703,0.302440,0.293320,0.280395,0.297882,0.271250,0.273739,0.022552,0.008833,0.041166,0.016837,0.037704,0.015083,0.047912,0.010061,0.013443,0.018034,0.018149,0.010861,0.015670,nonCough
0.110698,0.063931,3.210161,0.184093,0.169299,1.156357,0.002760,0.218871,-22.049236,1.128473,0.208329,0.317232,0.192852,0.032526,0.000780,-0.024828,0.249043,0.275507,0.117953,-0.056695,-0.094338,0.017098,0.004041,0.058354,0.005571,0.012154,0.007163,0.039211,0.002493,0.003392,0.007211,0.029097,0.006154,0.022893,-0.000434,0.000419,0.000128,-0.000464,-0.000154,-0.005576,0.000032,-0.001000,0.006535,-0.000289,-0.003016,0.004281,-0.000422,-0.002479,0.001057,-0.000921,0.002235,0.002806,0.003090,-0.001198,-0.003710,-0.000304,-0.000011,0.000082,-0.000006,0.000067,0.000328,-0.000031,-0.000046,-0.000032,0.000005,0.000014,0.000009,0.000015,0.024901,0.024609,0.099324,0.024854,0.014252,0.268818,0.001174,0.063414,0.745896,0.369096,0.360640,0.277156,0.242156,0.233178,0.233908,0.231661,0.235011,0.237931,0.255385,0.250989,0.257997,0.017348,0.004888,0.036360,0.005386,0.013594,0.009020,0.026670,0.004181,0.003176,0.006611,0.019011,0.006229,0.008332,0.029674,0.030632,0.143140,0.032331,0.019431,0.324397,0.001532,0.078765,1.010975,0.382203,0.458429,0.342794,0.282177,0.269288,0.284258,0.253081,0.276116,0.279226,0.251146,0.248980,0.267006,0.020634,0.005504,0.039664,0.006578,0.012694,0.010313,0.025475,0.005482,0.004092,0.008707,0.022888,0.006525,0.010340,nonCough
0.019746,0.047429,3.069033,0.074584,0.143291,0.137249,0.005091,0.025925,-24.760098,2.934801,0.767852,0.502954,0.108797,0.169743,-0.001996,0.132924,0.058645,0.134275,-0.013690,0.032738,-0.123591,0.015964,0.000925,0.038364,0.017568,0.024660,0.002238,0.015362,0.000469,0.003981,0.043691,0.116509,0.001770,0.040578,-0.000046,-0.000191,0.000938,-0.000234,-0.000369,-0.000572,0.000015,0.000017,-0.020369,0.001867,-0.003758,-0.000925,-0.003259,0.000622,0.000226,0.000442,0.000880,-0.001089,-0.004322,-0.000241,-0.001103,0.000551,0.000008,-0.000036,0.000172,0.000031,0.000001,-0.000013,-0.000001,-0.000006,-0.000079,-0.000699,0.000013,-0.000010,0.007501,0.022449,0.148358,0.023482,0.035765,0.087108,0.005682,0.013703,0.961151,0.452849,0.248649,0.215995,0.194883,0.211456,0.207474,0.227531,0.226510,0.214461,0.224462,0.184418,0.174555,0.014949,0.001259,0.033618,0.012778,0.018831,0.002074,0.016005,0.000461,0.003377,0.021947,0.037686,0.001562,0.008177,0.005559,0.017628,0.150526,0.030474,0.049884,0.070761,0.007187,0.012447,0.789793,0.423044,0.241145,0.228691,0.224966,0.220922,0.220522,0.214224,0.239124,0.196113,0.209460,0.197741,0.175003,0.010764,0.001166,0.034534,0.009167,0.013646,0.002107,0.016205,0.000476,0.002537,0.015870,0.026205,0.001602,0.007540,nonCough
0.062291,0.015023,3.232334,0.133457,0.166652,0.430873,0.004024,0.088758,-23.515078,1.568339,-0.519079,0.253203,-0.174098,0.135083,-0.030991,0.078559,0.173596,0.042912,-0.130500,-0.008085,-0.009562,0.020369,0.007505,0.017948,0.011291,0.019307,0.008257,0.026373,0.005317,0.007065,0.010600,0.018511,0.014029,0.015977,-0.000088,0.000091,0.000126,-0.000117,-0.000046,-0.001602,0.000045,-0.000146,0.002581,0.000945,-0.005496,-0.002956,0.000151,0.000474,0.000016,0.000394,0.001303,0.000483,-0.001650,-0.001623,-0.000518,0.000075,0.000000,-0.000022,0.000136,-0.000023,-0.000005,-0.000024,-0.000006,-0.000301,-0.000006,-0.000081,0.000025,-0.000032,0.027950,0.007179,0.050958,0.046675,0.039504,0.266909,0.001736,0.052584,0.742643,0.467088,0.219104,0.207058,0.203404,0.201081,0.205173,0.222945,0.245673,0.229657,0.184018,0.192720,0.163512,0.020113,0.009266,0.015857,0.010603,0.018458,0.007828,0.020329,0.006430,0.007008,0.010320,0.013623,0.013803,0.007470,0.028367,0.006829,0.071321,0.040802,0.034932,0.260812,0.002251,0.057190,0.577010,0.335822,0.262353,0.239055,0.234469,0.227327,0.206941,0.247856,0.231069,0.235335,0.221625,0.221980,0.212992,0.018314,0.009613,0.018484,0.011040,0.017452,0.008013,0.020960,0.007889,0.007539,0.011487,0.016028,0.015285,0.007705,nonCough
0.037332,0.059320,3.217849,0.080020,0.121397,0.218394,0.007025,0.053600,-22.671226,1.157519,-1.237898,-0.862534,-0.537010,-0.475772,-0.345611,-0.314415,0.030679,-0.062449,-0.286820,-0.045949,0.008286,0.007747,0.006065,0.007905,0.010876,0.033199,0.021071,0.006164,0.005380,0.001827,0.014315,0.081866,0.016183,0.031308,0.000052,0.000346,0.000131,-0.000102,-0.000350,0.000661,0.000024,0.000121,0.023238,0.000340,0.004341,0.000805,-0.000687,-0.000956,0.002676,0.002820,-0.001037,0.003127,0.002913,0.000927,0.000343,0.000021,-0.000003,-0.000010,0.000012,0.000024,0.000122,0.000008,0.000003,0.000003,-0.000048,-0.000378,0.000150,-0.000105,0.006272,0.026126,0.099632,0.018200,0.038235,0.095962,0.004422,0.015909,0.780515,0.353773,0.357863,0.287001,0.282787,0.252080,0.221646,0.243382,0.270062,0.220517,0.291841,0.264318,0.188049,0.010035,0.007800,0.010970,0.010568,0.030884,0.022165,0.008026,0.007598,0.001979,0.019526,0.050552,0.012804,0.011540,0.006132,0.026693,0.145122,0.023995,0.052205,0.085078,0.005643,0.014914,0.720423,0.406648,0.371483,0.348052,0.370460,0.320908,0.277668,0.253888,0.266305,0.243293,0.265211,0.260259,0.209399,0.007830,0.009848,0.010922,0.011073,0.028353,0.017727,0.007155,0.007500,0.002579,0.016280,0.049266,0.012656,0.012689,nonCough
0.021453,0.022787,3.143104,0.076767,0.145004,0.073911,0.008089,0.028000,-24.544098,3.407641,-0.285901,-0.022197,-0.096967,0.028141,-0.268829,-0.003874,-0.043525,0.107060,-0.094512,0.001247,-0.173169,0.031857,0.003207,0.044193,0.024476,0.023053,0.024162,0.022608,0.001561,0.010443,0.030936,0.019912,0.005262,0.028348,0.000023,0.000039,-0.000070,-0.000137,-0.000314,0.000385,0.000044,-0.000013,0.007094,-0.003160,0.006693,-0.002723,0.002488,0.002578,-0.000777,0.001555,0.000132,-0.001649,-0.004208,-0.005002,-0.001990,0.000323,-0.000006,0.000118,0.000387,-0.000226,-0.000223,-0.000115,-0.000020,-0.000007,-0.000196,-0.000128,-0.000008,0.000041,0.007607,0.014064,0.113235,0.026112,0.041201,0.067518,0.005050,0.013330,0.771253,0.518955,0.397938,0.316077,0.286041,0.285216,0.264649,0.285135,0.235827,0.239340,0.233356,0.240732,0.247958,0.024025,0.002945,0.036665,0.020662,0.016816,0.020131,0.014234,0.001853,0.008984,0.023863,0.016485,0.004715,0.008998,0.007519,0.013782,0.158136,0.031000,0.051580,0.065634,0.006686,0.016553,0.752335,0.536224,0.364772,0.326894,0.309060,0.310814,0.285420,0.276731,0.270093,0.240843,0.259789,0.262269,0.266361,0.022353,0.003929,0.037940,0.023407,0.017295,0.020363,0.016717,0.002393,0.009902,0.024278,0.017934,0.006145,0.010250,nonCough
0.130660,0.101675,3.256983,0.186342,0.152961,1.320862,0.002477,0.269115,-21.302243,0.968415,-0.460850,-0.036643,-0.075656,0.140173,0.044796,-0.093866,-0.225506,0.192714,0.292908,0.228091,0.193353,0.005920,0.002884,0.008801,0.008090,0.011404,0.015202,0.032100,0.007501,0.011079,0.004526,0.016145,0.005662,0.015093,-0.000411,0.000180,-0.000002,-0.000125,0.000071,-0.003339,0.000027,-0.000703,-0.001333,-0.007010,-0.005275,-0.002260,0.001964,0.002239,0.001591,-0.001408,-0.001355,0.000241,-0.000056,-0.001200,0.001963,-0.000018,-0.000004,-0.000023,-0.000002,-0.000031,-0.000035,-0.000090,0.000189,0.000053,-0.000043,-0.000093,-0.000063,0.000020,0.031377,0.027856,0.091506,0.018225,0.011182,0.286262,0.001083,0.052655,0.480408,0.322491,0.321957,0.264873,0.301842,0.260827,0.268099,0.260334,0.254810,0.235773,0.253938,0.219581,0.212093,0.008644,0.002677,0.008060,0.008909,0.009069,0.016358,0.023684,0.008712,0.009403,0.003942,0.012104,0.006010,0.006481,0.030922,0.033991,0.129563,0.018364,0.014791,0.289779,0.001172,0.054546,0.532917,0.364103,0.297479,0.322779,0.322025,0.271030,0.260460,0.295642,0.261619,0.240167,0.255663,0.241835,0.244127,0.010939,0.003638,0.008333,0.009606,0.009422,0.014784,0.024840,0.010758,0.010791,0.004847,0.015461,0.006191,0.007751,nonCough
0.056351,0.023255,2.984887,0.114926,0.143812,0.427476,0.013332,0.087825,-26.637258,1.357053,-0.496082,-0.042189,-0.156774,0.138359,0.038935,-0.236385,-0.142358,-0.149068,-0.062665,0.111367,-0.116124,0.021981,0.004669,0.017811,0.013924,0.016796,0.015107,0.021984,0.012436,0.009291,0.010840,0.014282,0.005853,0.020265,0.000150,0.000355,0.000310,0.000177,0.000210,0.000057,0.000076,0.000271,0.020192,-0.009231,-0.012165,-0.001357,-0.001630,0.001417,-0.001718,-0.009527,-0.001729,-0.000404,0.003132,0.003402,-0.003668,-0.000031,-0.000003,-0.000005,-0.000006,-0.000005,0.000002,-0.000011,0.000224,0.000323,-0.000229,-0.000751,0.000015,-0.000106,0.037075,0.019113,0.372916,0.041053,0.030837,0.467503,0.011021,0.080827,2.524914,0.950159,0.870940,0.509817,0.414767,0.350487,0.334267,0.356816,0.329451,0.304751,0.349439,0.333563,0.337690,0.029633,0.006218,0.021840,0.020391,0.025048,0.020236,0.028040,0.019262,0.014670,0.015190,0.017776,0.009672,0.012429,0.044021,0.018471,0.485290,0.048134,0.038847,0.541970,0.011622,0.098781,1.751789,0.980726,0.734615,0.528336,0.414710,0.376416,0.377279,0.365333,0.360042,0.361049,0.364465,0.375246,0.351882,0.030386,0.008566,0.030081,0.026415,0.030952,0.026339,0.036413,0.023342,0.019594,0.020080,0.022196,0.012597,0.014200,nonCough
0.024433,0.036119,3.098687,0.126818,0.184076,0.159652,0.009410,0.028254,-25.046298,2.012593,-0.154967,0.476150,0.365581,0.546358,0.184097,-0.049566,-0.127645,0.070391,0.382037,0.147584,0.128862,0.002436,0.001247,0.097041,0.003049,0.005807,0.001680,0.205158,0.002606,0.002816,0.002087,0.063226,0.000937,0.078245,0.000050,-0.000019,-0.000063,0.000305,0.000180,0.000625,0.000013,0.000012,-0.001796,-0.005406,0.000396,-0.004042,0.001267,0.003668,0.003081,0.000779,-0.003019,0.000243,0.004019,-0.000478,-0.001761,-0.000002,-0.000002,0.000009,-0.000003,-0.000024,-0.000001,-0.000010,0.000013,0.000000,-0.000001,-0.000023,-0.000002,-0.000002,0.015617,0.016390,0.136374,0.033409,0.025023,0.187374,0.008824,0.033627,1.201866,0.651512,0.479165,0.353095,0.248639,0.331631,0.283797,0.238349,0.227426,0.302374,0.288574,0.284126,0.226723,0.003092,0.001823,0.060935,0.005061,0.005058,0.002165,0.114351,0.004169,0.003802,0.002200,0.042641,0.001454,0.023079,0.019076,0.018364,0.171002,0.040516,0.034485,0.216628,0.010903,0.038028,1.364734,0.682065,0.461090,0.387435,0.295845,0.364616,0.335533,0.281281,0.269060,0.323409,0.263959,0.258705,0.243814,0.004381,0.002141,0.054132,0.005929,0.006547,0.002759,0.098330,0.005488,0.003998,0.002796,0.038520,0.001473,0.024825,nonCough
0.064036,0.012797,3.102446,0.145777,0.180111,0.447080,0.009232,0.089632,-25.695277,2.191262,0.014032,-0.296766,-0.290726,0.189697,-0.081700,0.045210,0.042317,-0.056151,-0.175254,-0.159366,-0.110038,0.020771,0.015193,0.051913,0.017622,0.018702,0.010515,0.024951,0.001840,0.004244,0.012283,0.021473,0.009537,0.025802,0.000304,-0.000120,-0.000669,0.000566,0.000333,0.002812,0.000010,0.000281,-0.030825,-0.006555,0.006802,0.003752,0.004539,0.001602,-0.001197,0.000791,0.000509,0.001653,0.005258,0.003706,-0.000690,-0.000056,-0.000142,0.000112,-0.000009,-0.000006,-0.000064,0.000398,-0.000002,0.000034,0.000053,0.000059,-0.000033,0.000051,0.054054,0.013120,0.187211,0.054535,0.024009,0.519189,0.005239,0.101205,1.664586,0.653439,0.655791,0.491673,0.380439,0.307436,0.270193,0.262471,0.265445,0.259892,0.305704,0.363101,0.336486,0.025792,0.021366,0.043980,0.019063,0.020463,0.013896,0.029200,0.002738,0.006087,0.015879,0.023947,0.014249,0.011787,0.055926,0.013098,0.262420,0.053109,0.025606,0.561771,0.007038,0.107839,1.354221,0.648002,0.541835,0.473046,0.388277,0.355523,0.325429,0.283547,0.297565,0.283943,0.312333,0.326689,0.304710,0.025080,0.023558,0.046256,0.022843,0.025442,0.015229,0.032453,0.003385,0.008292,0.018636,0.030781,0.018382,0.014048,nonCough
0.062278,0.016808,3.181150,0.119671,0.151213,0.423018,0.004745,0.089378,-23.873444,1.489184,-0.717192,0.043958,-0.302868,0.106340,-0.110905,0.104099,0.043019,-0.108624,-0.036675,-0.173181,0.009088,0.014715,0.008082,0.025254,0.021320,0.015800,0.007908,0.029832,0.002810,0.007900,0.012128,0.017019,0.006690,0.016025,-0.000113,-0.000086,-0.000395,-0.000029,0.000025,-0.000230,0.000029,-0.000222,-0.023252,0.005464,0.007014,0.004444,0.003697,0.001171,0.001450,0.001304,-0.000721,-0.001844,-0.000983,0.000285,0.000299,0.000045,-0.000024,0.000716,0.000135,0.000067,-0.000043,0.000022,0.000005,0.000013,-0.000369,-0.000181,-0.000028,0.000073,0.024332,0.015906,0.156356,0.034433,0.029686,0.250262,0.003081,0.034891,1.205132,0.714588,0.297847,0.275611,0.208782,0.183027,0.184542,0.195869,0.198605,0.196243,0.175979,0.169785,0.153082,0.009828,0.007226,0.020466,0.015516,0.014415,0.005910,0.041022,0.002798,0.006435,0.009985,0.013141,0.005853,0.012818,0.015367,0.015177,0.217385,0.024336,0.033349,0.153463,0.003329,0.022356,0.857218,0.450718,0.263722,0.240744,0.235674,0.224043,0.226847,0.228163,0.204063,0.231013,0.212185,0.213704,0.200403,0.012963,0.008624,0.021335,0.018599,0.014576,0.006969,0.036166,0.002997,0.007970,0.011995,0.012997,0.005946,0.011222,nonCough
0.054243,0.011369,3.203905,0.119072,0.140246,0.528053,0.007601,0.095912,-25.959404,1.449364,-0.193322,0.047026,-0.371990,-0.439167,-0.239529,-0.851682,-0.393509,-0.401243,0.102693,0.190040,0.266479,0.005072,0.003153,0.006191,0.015152,0.030022,0.078999,0.035540,0.004649,0.020140,0.003775,0.003174,0.003537,0.034258,-0.000219,-0.000403,-0.000528,-0.000112,0.000061,-0.002732,0.000013,-0.000450,-0.025762,0.005889,-0.003664,-0.000593,-0.001079,0.000803,0.000954,0.001857,0.001069,0.000640,-0.003909,-0.004524,0.001242,0.000091,-0.000019,0.000007,0.000008,0.000008,0.000275,-0.000018,0.000036,-0.000034,0.000163,0.000011,0.000030,0.000025,0.031644,0.009084,0.109622,0.023732,0.028579,0.327527,0.006017,0.062966,1.216434,0.536655,0.463922,0.286753,0.260438,0.234920,0.256523,0.238961,0.207436,0.242250,0.257881,0.236699,0.206140,0.005440,0.004924,0.006250,0.022872,0.030108,0.070350,0.032657,0.004899,0.023249,0.004781,0.003995,0.004394,0.016955,0.026458,0.008301,0.143581,0.024017,0.037494,0.280024,0.007211,0.058493,0.826520,0.538892,0.427404,0.338917,0.308177,0.248977,0.268611,0.278304,0.242461,0.249034,0.252304,0.262373,0.238408,0.005872,0.006178,0.008262,0.027835,0.035343,0.068545,0.040520,0.005789,0.027363,0.006181,0.005319,0.005572,0.015156,nonCough
0.049535,0.016801,3.100567,0.102228,0.145316,0.366600,0.007075,0.075377,-26.236720,1.827604,-0.172426,-0.068114,-0.389655,-0.085593,-0.218926,-0.070980,-0.162373,-0.053602,-0.059730,0.035175,-0.038142,0.016205,0.004587,0.021689,0.039055,0.016082,0.016783,0.016641,0.003708,0.015956,0.019020,0.010495,0.004824,0.024733,-0.000132,-0.000047,0.000131,-0.000098,0.000029,-0.000119,0.000059,-0.000245,-0.007920,0.014279,0.001866,-0.008230,0.011985,-0.003114,-0.001569,0.001457,0.002991,0.001176,-0.000300,0.002405,-0.000779,0.000005,0.000112,-0.000060,0.000000,0.000098,-0.000030,0.000004,-0.000072,0.000004,0.000219,0.000027,0.000006,0.000052,0.033300,0.012297,0.277316,0.037128,0.040283,0.293862,0.004827,0.052065,2.262471,0.940597,0.609611,0.529396,0.406296,0.393128,0.325856,0.216458,0.252257,0.255838,0.244690,0.208962,0.226062,0.022667,0.005848,0.020307,0.033455,0.014718,0.021957,0.016548,0.006311,0.014414,0.017139,0.008775,0.005510,0.011713,0.029533,0.010374,0.391501,0.041862,0.050056,0.279713,0.005456,0.054381,1.832106,0.708833,0.455560,0.463026,0.338475,0.308143,0.321847,0.246158,0.277653,0.245302,0.233841,0.231508,0.230113,0.025246,0.006704,0.019435,0.021506,0.012921,0.025061,0.014261,0.008358,0.010326,0.015033,0.011491,0.007317,0.010161,nonCough
0.038895,0.032049,3.168468,0.089062,0.132993,0.107694,0.014724,0.051938,-24.922202,0.886462,-1.656842,-0.455209,-0.266254,-0.333756,-0.471123,0.160231,0.080727,-0.112014,-0.110420,-0.097178,-0.125641,0.011368,0.016652,0.008804,0.019963,0.007451,0.015247,0.011429,0.002483,0.002537,0.019685,0.006098,0.018250,0.021954,-0.000013,0.000017,0.000016,-0.000044,-0.000047,-0.000545,0.000034,0.000058,0.004752,-0.002221,-0.002434,0.001501,-0.000744,0.000983,-0.000870,-0.001343,-0.000819,-0.003000,0.000316,0.001895,-0.000430,-0.000169,-0.000109,-0.000022,0.000002,-0.000019,0.000070,-0.000005,0.000003,-0.000010,-0.000021,-0.000018,-0.000083,-0.000044,0.007256,0.031556,0.155845,0.019154,0.036344,0.065113,0.013379,0.012023,1.074790,0.498765,0.452003,0.291173,0.453537,0.276692,0.322264,0.311118,0.307210,0.268605,0.268906,0.237575,0.202552,0.010603,0.023372,0.012174,0.023487,0.008148,0.023791,0.017501,0.004687,0.002331,0.028206,0.008069,0.025860,0.012344,0.007212,0.024251,0.204576,0.024463,0.048694,0.061486,0.013031,0.009486,0.737171,0.443711,0.360388,0.309872,0.340156,0.302430,0.304043,0.263418,0.274156,0.267956,0.244696,0.261372,0.235695,0.012491,0.025990,0.014343,0.021524,0.010974,0.020439,0.016916,0.004793,0.002946,0.037313,0.010966,0.032888,0.018199,nonCough
0.093922,0.024673,3.043257,0.149550,0.154499,0.707755,0.007666,0.148917,-25.833966,1.553322,-0.357553,0.121203,-0.483920,0.240707,-0.195100,-0.117532,-0.042895,-0.050505,-0.009278,0.041807,0.020897,0.012438,0.006244,0.013313,0.011342,0.015868,0.019025,0.026885,0.002506,0.008371,0.014581,0.013795,0.006618,0.018299,0.000144,0.000053,0.000100,-0.000071,-0.000290,0.000067,0.000082,0.000208,0.009697,-0.005813,-0.002176,0.000754,-0.004414,0.003456,0.004300,-0.003836,0.003313,0.001607,0.000120,-0.000419,-0.004543,0.000033,0.000059,0.000067,-0.000001,-0.000007,-0.001159,-0.000018,0.000145,0.000037,0.000028,0.000038,0.000040,-0.000295,0.069592,0.028329,0.375366,0.055441,0.023167,0.635087,0.006398,0.117289,2.488314,0.907947,0.661729,0.428909,0.487208,0.342326,0.336177,0.311688,0.315926,0.239016,0.232641,0.231665,0.204305,0.015251,0.008801,0.018567,0.016486,0.019285,0.023676,0.028602,0.002992,0.012782,0.019239,0.015186,0.009271,0.014709,0.053149,0.027058,0.493875,0.048061,0.030081,0.496043,0.007150,0.099239,1.763597,0.843710,0.580298,0.416391,0.457341,0.347513,0.360969,0.325964,0.313687,0.288968,0.259543,0.243966,0.220444,0.017500,0.009463,0.021689,0.019987,0.023896,0.025283,0.027011,0.003531,0.015975,0.023227,0.018655,0.011866,0.014091,nonCough
